The following modules were not unloaded:
  (Use "module --force purge" to unload all):

  1) StdEnv/2018.3     4) gcccore/.7.3.0      7) intel/2018.3
  2) nixpkgs/16.09     5) icc/.2018.3.222     8) openmpi/3.1.2
  3) imkl/2018.3.222   6) ifort/.2018.3.222

Due to MODULEPATH changes, the following have been reloaded:
  1) openmpi/3.1.2

Attention: While Conda works well in a desktop environment, it tends to create more problems than it solves on a cluster. Instead, we recommend that users use virtual environments and the binary packages that we provide through Python wheels as documented on the Python page.
/home/rdali/RL/watch_and_learn/dependency/rl-starter-files/scripts/train_agent_multidem.py --env MiniGrid-LavaCrossingAddictO8S15-v0 --algo ppo --nameDemonstrator LavaCrossing1508Addict1,LavaCrossing1508Addict2,LavaCrossing1508Addict3,LavaCrossing1508Addict4,LavaCrossing1508Addict10,LavaCrossing1508Addict11,LavaCrossing1508Addict12,LavaCrossing1508Addict13 --flat-model 0 --KLweight 0.01 --useKL 1 --meanReward 0.80 --rewardLB 0.70 --seed 9734

Namespace(KLweight=0.01, algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env='MiniGrid-LavaCrossingAddictO8S15-v0', epochs=4, flat_model=0, frames=10000000, frames_per_proc=None, full_obs=0, gae_lambda=0.95, log_interval=1, lr=0.0007, max_grad_norm=0.5, meanReward=0.8, mem=False, model=None, nameDemonstrator='LavaCrossing1508Addict1,LavaCrossing1508Addict2,LavaCrossing1508Addict3,LavaCrossing1508Addict4,LavaCrossing1508Addict10,LavaCrossing1508Addict11,LavaCrossing1508Addict12,LavaCrossing1508Addict13', optim_alpha=0.99, optim_eps=1e-05, procs=16, recurrence=1, rewardLB=0.7, save_interval=0, seed=9734, tb=False, text=False, useKL=1, value_loss_coef=0.5)

Flat model successfully created

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 32, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(64, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=1600, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=3, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=1600, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

CUDA available: False

1
True
0.01
Using TensorFlow backend.
OMP: Info #212: KMP_AFFINITY: decoding x2APIC ids.
OMP: Info #210: KMP_AFFINITY: Affinity capable, using global cpuid leaf 11 info
OMP: Info #154: KMP_AFFINITY: Initial OS proc set respected: 17,21,22,24,36
OMP: Info #156: KMP_AFFINITY: 5 available OS procs
OMP: Info #158: KMP_AFFINITY: Nonuniform topology
OMP: Info #179: KMP_AFFINITY: 2 packages x 3 cores/pkg x 1 threads/core (5 total cores)
OMP: Info #214: KMP_AFFINITY: OS proc to physical thread map:
OMP: Info #171: KMP_AFFINITY: OS proc 24 maps to package 0 core 17 
OMP: Info #171: KMP_AFFINITY: OS proc 22 maps to package 0 core 20 
OMP: Info #171: KMP_AFFINITY: OS proc 36 maps to package 0 core 25 
OMP: Info #171: KMP_AFFINITY: OS proc 17 maps to package 1 core 9 
OMP: Info #171: KMP_AFFINITY: OS proc 21 maps to package 1 core 16 
OMP: Info #250: KMP_AFFINITY: pid 29299 tid 29299 thread 0 bound to OS proc set 24
OMP: Info #250: KMP_AFFINITY: pid 29299 tid 29429 thread 1 bound to OS proc set 17
OMP: Info #250: KMP_AFFINITY: pid 29299 tid 29431 thread 3 bound to OS proc set 21
OMP: Info #250: KMP_AFFINITY: pid 29299 tid 29430 thread 2 bound to OS proc set 22
OMP: Info #250: KMP_AFFINITY: pid 29299 tid 29432 thread 4 bound to OS proc set 36
OMP: Info #250: KMP_AFFINITY: pid 29299 tid 29641 thread 5 bound to OS proc set 24
OMP: Info #250: KMP_AFFINITY: pid 29299 tid 29640 thread 6 bound to OS proc set 17
OMP: Info #250: KMP_AFFINITY: pid 29299 tid 29659 thread 7 bound to OS proc set 22
OMP: Info #250: KMP_AFFINITY: pid 29299 tid 29660 thread 8 bound to OS proc set 21
OMP: Info #250: KMP_AFFINITY: pid 29299 tid 29661 thread 9 bound to OS proc set 36
OMP: Info #250: KMP_AFFINITY: pid 29299 tid 29662 thread 10 bound to OS proc set 24
OMP: Info #250: KMP_AFFINITY: pid 29299 tid 29721 thread 11 bound to OS proc set 17
OMP: Info #250: KMP_AFFINITY: pid 29299 tid 29722 thread 12 bound to OS proc set 22
OMP: Info #250: KMP_AFFINITY: pid 29299 tid 29723 thread 13 bound to OS proc set 21
OMP: Info #250: KMP_AFFINITY: pid 29299 tid 29724 thread 14 bound to OS proc set 36
OMP: Info #250: KMP_AFFINITY: pid 29299 tid 29725 thread 15 bound to OS proc set 24
U 1 | F 002048 | FPS 0023 | D 89 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 28.6 32.3 0.0 95.0 | H 1.095 | V 0.065 | pL 0.014 | vL 0.001 | delta 0.057
U 2 | F 004096 | FPS 0025 | D 170 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 121.4 66.1 33.0 253.0 | H 1.097 | V 0.055 | pL 0.015 | vL 0.000 | delta 0.008
U 3 | F 006144 | FPS 0028 | D 243 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 159.8 78.6 33.0 320.0 | H 1.095 | V 0.048 | pL 0.010 | vL 0.000 | delta 0.004
U 4 | F 008192 | FPS 0022 | D 335 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 202.5 106.8 17.0 478.0 | H 1.095 | V 0.037 | pL 0.009 | vL 0.000 | delta 0.005
U 5 | F 010240 | FPS 0024 | D 420 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 216.8 171.3 17.0 599.0 | H 1.098 | V 0.028 | pL 0.008 | vL 0.000 | delta 0.003
U 6 | F 012288 | FPS 0029 | D 490 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 254.7 209.3 19.0 689.0 | H 1.098 | V 0.022 | pL 0.006 | vL 0.000 | delta 0.002
U 7 | F 014336 | FPS 0032 | D 554 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 205.6 143.4 69.0 689.0 | H 1.098 | V 0.018 | pL 0.005 | vL 0.000 | delta 0.002
U 8 | F 016384 | FPS 0027 | D 630 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 252.4 223.5 31.0 725.0 | H 1.098 | V 0.015 | pL 0.004 | vL 0.000 | delta 0.001
U 9 | F 018432 | FPS 0031 | D 696 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 289.2 237.7 31.0 725.0 | H 1.098 | V 0.012 | pL 0.003 | vL 0.000 | delta 0.001
U 10 | F 020480 | FPS 0029 | D 766 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 182.9 120.0 18.0 454.0 | H 1.099 | V 0.009 | pL 0.003 | vL 0.000 | delta 0.001
U 11 | F 022528 | FPS 0031 | D 833 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 221.9 141.8 18.0 537.0 | H 1.098 | V 0.007 | pL 0.002 | vL 0.000 | delta 0.001
U 12 | F 024576 | FPS 0028 | D 906 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 237.6 163.7 42.0 580.0 | H 1.099 | V 0.005 | pL 0.002 | vL 0.000 | delta 0.001
U 13 | F 026624 | FPS 0029 | D 978 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 249.8 225.9 39.0 900.0 | H 1.099 | V 0.004 | pL 0.001 | vL 0.000 | delta 0.000
U 14 | F 028672 | FPS 0029 | D 1048 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 208.2 220.6 39.0 900.0 | H 1.099 | V 0.004 | pL 0.001 | vL 0.000 | delta 0.001
U 15 | F 030720 | FPS 0027 | D 1122 | rR:mu sigma m M 0.03 0.13 0.00 0.53 | F:mu sigma m M 165.1 126.5 26.0 469.0 | H 1.094 | V 0.007 | pL -0.004 | vL 0.001 | delta 0.008
U 16 | F 032768 | FPS 0033 | D 1184 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 167.1 148.0 20.0 670.0 | H 1.098 | V 0.002 | pL 0.001 | vL 0.000 | delta 0.001
U 17 | F 034816 | FPS 0030 | D 1252 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 207.0 170.2 20.0 670.0 | H 1.099 | V 0.001 | pL 0.000 | vL 0.000 | delta 0.001
U 18 | F 036864 | FPS 0028 | D 1325 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 219.8 129.4 24.0 510.0 | H 1.099 | V 0.001 | pL 0.000 | vL 0.000 | delta 0.000
U 19 | F 038912 | FPS 0031 | D 1391 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 239.4 224.0 34.0 900.0 | H 1.099 | V 0.001 | pL 0.000 | vL 0.000 | delta 0.001
U 20 | F 040960 | FPS 0027 | D 1468 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 211.6 146.1 51.0 565.0 | H 1.099 | V 0.001 | pL 0.000 | vL 0.000 | delta 0.001
U 21 | F 043008 | FPS 0030 | D 1537 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 164.0 120.5 24.0 470.0 | H 1.098 | V 0.001 | pL 0.000 | vL 0.000 | delta 0.001
U 22 | F 045056 | FPS 0027 | D 1614 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 207.0 121.6 44.0 470.0 | H 1.099 | V 0.000 | pL 0.000 | vL 0.000 | delta 0.001
U 23 | F 047104 | FPS 0027 | D 1690 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 190.2 121.9 44.0 416.0 | H 1.099 | V -0.000 | pL -0.000 | vL 0.000 | delta 0.000
