The following modules were not unloaded:
  (Use "module --force purge" to unload all):

  1) nixpkgs/16.09     4) icc/.2018.3.222     7) openmpi/3.1.2
  2) imkl/2018.3.222   5) ifort/.2018.3.222   8) StdEnv/2018.3
  3) gcccore/.7.3.0    6) intel/2018.3

Due to MODULEPATH changes, the following have been reloaded:
  1) openmpi/3.1.2


Due to MODULEPATH changes, the following have been reloaded:
  1) openmpi/3.1.2

Attention: While Conda works well in a desktop environment, it tends to create more problems than it solves on a cluster. Instead, we recommend that users use virtual environments and the binary packages that we provide through Python wheels as documented on the Python page.
/home/rdali/RL/watch_and_learn/dependency/rl-starter-files/scripts/train_agent_multidem.py --env MiniGrid-LavaCrossingAgent-v0 --algo ppo --nameDemonstrator crossAddict1,crossAddict2,crossAddict3,crossAddict5,crossAddict6,crossAddict7 --flat-model 0 --KLweight 0.001 --useKL 1 --meanReward 0.80 --rewardLB 0.70 --seed 6070

Namespace(KLweight=0.001, algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env='MiniGrid-LavaCrossingAgent-v0', epochs=4, flat_model=0, frames=10000000, frames_per_proc=None, full_obs=0, gae_lambda=0.95, log_interval=1, lr=0.0007, max_grad_norm=0.5, meanReward=0.8, mem=False, model=None, nameDemonstrator='crossAddict1,crossAddict2,crossAddict3,crossAddict5,crossAddict6,crossAddict7', optim_alpha=0.99, optim_eps=1e-05, procs=16, recurrence=1, rewardLB=0.7, save_interval=0, seed=6070, tb=False, text=False, useKL=1, value_loss_coef=0.5)

Flat model successfully created

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 32, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(64, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=256, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=3, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=256, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

CUDA available: False

1
True
0.001
Using TensorFlow backend.
OMP: Info #212: KMP_AFFINITY: decoding x2APIC ids.
OMP: Info #210: KMP_AFFINITY: Affinity capable, using global cpuid leaf 11 info
OMP: Info #154: KMP_AFFINITY: Initial OS proc set respected: 20,24,28,30,32
OMP: Info #156: KMP_AFFINITY: 5 available OS procs
OMP: Info #157: KMP_AFFINITY: Uniform topology
OMP: Info #179: KMP_AFFINITY: 1 packages x 5 cores/pkg x 1 threads/core (5 total cores)
OMP: Info #214: KMP_AFFINITY: OS proc to physical thread map:
OMP: Info #171: KMP_AFFINITY: OS proc 20 maps to package 0 core 16 
OMP: Info #171: KMP_AFFINITY: OS proc 24 maps to package 0 core 17 
OMP: Info #171: KMP_AFFINITY: OS proc 28 maps to package 0 core 18 
OMP: Info #171: KMP_AFFINITY: OS proc 32 maps to package 0 core 24 
OMP: Info #171: KMP_AFFINITY: OS proc 30 maps to package 0 core 28 
OMP: Info #250: KMP_AFFINITY: pid 295028 tid 295028 thread 0 bound to OS proc set 20
OMP: Info #250: KMP_AFFINITY: pid 295028 tid 295330 thread 2 bound to OS proc set 28
OMP: Info #250: KMP_AFFINITY: pid 295028 tid 295329 thread 1 bound to OS proc set 24
OMP: Info #250: KMP_AFFINITY: pid 295028 tid 295331 thread 3 bound to OS proc set 32
OMP: Info #250: KMP_AFFINITY: pid 295028 tid 295332 thread 4 bound to OS proc set 30
OMP: Info #250: KMP_AFFINITY: pid 295028 tid 295394 thread 5 bound to OS proc set 20
OMP: Info #250: KMP_AFFINITY: pid 295028 tid 295393 thread 6 bound to OS proc set 24
OMP: Info #250: KMP_AFFINITY: pid 295028 tid 295437 thread 7 bound to OS proc set 28
OMP: Info #250: KMP_AFFINITY: pid 295028 tid 295439 thread 9 bound to OS proc set 30
OMP: Info #250: KMP_AFFINITY: pid 295028 tid 295438 thread 8 bound to OS proc set 32
OMP: Info #250: KMP_AFFINITY: pid 295028 tid 295440 thread 10 bound to OS proc set 20
OMP: Info #250: KMP_AFFINITY: pid 295028 tid 295473 thread 11 bound to OS proc set 24
OMP: Info #250: KMP_AFFINITY: pid 295028 tid 295474 thread 12 bound to OS proc set 28
OMP: Info #250: KMP_AFFINITY: pid 295028 tid 295475 thread 13 bound to OS proc set 32
OMP: Info #250: KMP_AFFINITY: pid 295028 tid 295477 thread 15 bound to OS proc set 20
OMP: Info #250: KMP_AFFINITY: pid 295028 tid 295476 thread 14 bound to OS proc set 30
U 1 | F 002048 | FPS 0071 | D 28 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 61.5 29.7 10.0 119.0 | H 1.076 | V 0.145 | pL 0.061 | vL 0.002 | delta 0.076
U 2 | F 004096 | FPS 0083 | D 53 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 64.7 46.0 18.0 215.0 | H 1.055 | V 0.119 | pL 0.049 | vL 0.001 | delta 0.032
U 3 | F 006144 | FPS 0072 | D 82 | rR:mu sigma m M 0.02 0.11 0.00 0.53 | F:mu sigma m M 104.9 72.5 8.0 249.0 | H 1.060 | V 0.102 | pL 0.032 | vL 0.001 | delta 0.027
U 4 | F 008192 | FPS 0066 | D 113 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 82.8 70.3 10.0 324.0 | H 1.063 | V 0.064 | pL 0.027 | vL 0.000 | delta 0.013
U 5 | F 010240 | FPS 0062 | D 146 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 92.8 69.1 15.0 302.0 | H 1.089 | V 0.048 | pL 0.018 | vL 0.000 | delta 0.015
U 6 | F 012288 | FPS 0078 | D 172 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 74.9 61.1 13.0 299.0 | H 1.088 | V 0.031 | pL 0.016 | vL 0.000 | delta 0.008
U 7 | F 014336 | FPS 0081 | D 197 | rR:mu sigma m M 0.02 0.09 0.00 0.43 | F:mu sigma m M 77.7 59.0 17.0 204.0 | H 1.095 | V 0.025 | pL 0.006 | vL 0.001 | delta 0.014
U 8 | F 016384 | FPS 0086 | D 221 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 80.7 71.4 4.0 324.0 | H 1.097 | V 0.016 | pL 0.008 | vL 0.000 | delta 0.003
U 9 | F 018432 | FPS 0087 | D 245 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 58.3 63.7 7.0 324.0 | H 1.097 | V 0.015 | pL 0.004 | vL 0.000 | delta 0.004
U 10 | F 020480 | FPS 0084 | D 269 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 74.7 52.5 10.0 238.0 | H 1.097 | V 0.009 | pL 0.005 | vL 0.000 | delta 0.005
U 11 | F 022528 | FPS 0087 | D 293 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 61.3 53.7 6.0 187.0 | H 1.098 | V 0.004 | pL 0.002 | vL 0.000 | delta 0.001
U 12 | F 024576 | FPS 0088 | D 316 | rR:mu sigma m M 0.06 0.21 0.00 0.88 | F:mu sigma m M 56.1 35.5 8.0 169.0 | H 1.090 | V 0.014 | pL -0.012 | vL 0.004 | delta 0.041
U 13 | F 026624 | FPS 0099 | D 336 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 60.7 50.4 5.0 224.0 | H 1.098 | V 0.015 | pL 0.007 | vL 0.000 | delta 0.006
U 14 | F 028672 | FPS 0079 | D 362 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 55.4 42.5 6.0 192.0 | H 1.098 | V 0.011 | pL 0.005 | vL 0.000 | delta 0.005
U 15 | F 030720 | FPS 0080 | D 388 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 47.6 57.2 4.0 324.0 | H 1.096 | V 0.010 | pL 0.002 | vL 0.000 | delta 0.010
U 16 | F 032768 | FPS 0087 | D 412 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 65.2 67.0 10.0 324.0 | H 1.099 | V 0.011 | pL 0.006 | vL 0.000 | delta 0.005
U 17 | F 034816 | FPS 0089 | D 435 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 64.2 66.9 4.0 324.0 | H 1.098 | V 0.008 | pL 0.003 | vL 0.000 | delta 0.002
U 18 | F 036864 | FPS 0087 | D 458 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 88.6 70.8 10.0 238.0 | H 1.098 | V 0.006 | pL 0.002 | vL 0.000 | delta 0.003
U 19 | F 038912 | FPS 0091 | D 481 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 65.2 46.9 8.0 235.0 | H 1.099 | V 0.003 | pL 0.002 | vL 0.000 | delta 0.001
U 20 | F 040960 | FPS 0094 | D 503 | rR:mu sigma m M 0.03 0.15 0.00 0.77 | F:mu sigma m M 62.0 48.2 10.0 199.0 | H 1.095 | V 0.011 | pL -0.006 | vL 0.002 | delta 0.030
U 21 | F 043008 | FPS 0084 | D 527 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 82.6 68.5 4.0 275.0 | H 1.098 | V 0.004 | pL 0.003 | vL 0.000 | delta 0.009
U 22 | F 045056 | FPS 0092 | D 549 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 66.3 54.3 9.0 255.0 | H 1.099 | V 0.001 | pL -0.000 | vL 0.000 | delta 0.001
