The following modules were not unloaded:
  (Use "module --force purge" to unload all):

  1) StdEnv/2018.3     4) gcccore/.7.3.0      7) intel/2018.3
  2) nixpkgs/16.09     5) icc/.2018.3.222     8) openmpi/3.1.2
  3) imkl/2018.3.222   6) ifort/.2018.3.222

Due to MODULEPATH changes, the following have been reloaded:
  1) openmpi/3.1.2

Attention: While Conda works well in a desktop environment, it tends to create more problems than it solves on a cluster. Instead, we recommend that users use virtual environments and the binary packages that we provide through Python wheels as documented on the Python page.
/home/rdali/RL/watch_and_learn/dependency/rl-starter-files/scripts/train_agent_multidem.py --env MiniGrid-LavaCrossingAddictO8S15RandomGoal-v0 --algo ppo --nameDemonstrator LavaCrossing1508Addict1,LavaCrossing1508Addict2,LavaCrossing1508Addict3,LavaCrossing1508Addict4,LavaCrossing1508Addict10,LavaCrossing1508Addict11,LavaCrossing1508Addict12,LavaCrossing1508Addict13 --flat-model 0 --useKL 0 --meanReward 0.80 --rewardLB 0.70 --seed 8025

Namespace(KLweight=0.0001, algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env='MiniGrid-LavaCrossingAddictO8S15RandomGoal-v0', epochs=4, flat_model=0, frames=10000000, frames_per_proc=None, full_obs=0, gae_lambda=0.95, log_interval=1, lr=0.0007, max_grad_norm=0.5, meanReward=0.8, mem=False, model=None, nameDemonstrator='LavaCrossing1508Addict1,LavaCrossing1508Addict2,LavaCrossing1508Addict3,LavaCrossing1508Addict4,LavaCrossing1508Addict10,LavaCrossing1508Addict11,LavaCrossing1508Addict12,LavaCrossing1508Addict13', optim_alpha=0.99, optim_eps=1e-05, procs=16, recurrence=1, rewardLB=0.7, save_interval=0, seed=8025, tb=False, text=False, useKL=0, value_loss_coef=0.5)

Flat model successfully created

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 32, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(64, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=1600, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=3, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=1600, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

CUDA available: False

0
False
0.0001
Using TensorFlow backend.
OMP: Info #212: KMP_AFFINITY: decoding x2APIC ids.
OMP: Info #210: KMP_AFFINITY: Affinity capable, using global cpuid leaf 11 info
OMP: Info #154: KMP_AFFINITY: Initial OS proc set respected: 0-4
OMP: Info #156: KMP_AFFINITY: 5 available OS procs
OMP: Info #158: KMP_AFFINITY: Nonuniform topology
OMP: Info #179: KMP_AFFINITY: 2 packages x 3 cores/pkg x 1 threads/core (5 total cores)
OMP: Info #214: KMP_AFFINITY: OS proc to physical thread map:
OMP: Info #171: KMP_AFFINITY: OS proc 0 maps to package 0 core 0 
OMP: Info #171: KMP_AFFINITY: OS proc 4 maps to package 0 core 1 
OMP: Info #171: KMP_AFFINITY: OS proc 2 maps to package 0 core 4 
OMP: Info #171: KMP_AFFINITY: OS proc 1 maps to package 1 core 0 
OMP: Info #171: KMP_AFFINITY: OS proc 3 maps to package 1 core 4 
OMP: Info #250: KMP_AFFINITY: pid 15429 tid 15429 thread 0 bound to OS proc set 0
OMP: Info #250: KMP_AFFINITY: pid 15429 tid 15688 thread 1 bound to OS proc set 1
OMP: Info #250: KMP_AFFINITY: pid 15429 tid 15689 thread 2 bound to OS proc set 4
OMP: Info #250: KMP_AFFINITY: pid 15429 tid 15690 thread 3 bound to OS proc set 3
OMP: Info #250: KMP_AFFINITY: pid 15429 tid 15691 thread 4 bound to OS proc set 2
OMP: Info #250: KMP_AFFINITY: pid 15429 tid 15715 thread 5 bound to OS proc set 0
OMP: Info #250: KMP_AFFINITY: pid 15429 tid 15718 thread 6 bound to OS proc set 1
OMP: Info #250: KMP_AFFINITY: pid 15429 tid 15719 thread 7 bound to OS proc set 4
OMP: Info #250: KMP_AFFINITY: pid 15429 tid 15720 thread 8 bound to OS proc set 3
OMP: Info #250: KMP_AFFINITY: pid 15429 tid 15721 thread 9 bound to OS proc set 2
U 1 | F 002048 | FPS 0857 | D 2 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 67.0 33.7 27.0 123.0 | H 1.096 | V -0.019 | pL 0.001 | vL 0.001 | delta 0.082
U 2 | F 004096 | FPS 0878 | D 4 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 100.4 68.3 23.0 238.0 | H 1.098 | V 0.012 | pL 0.003 | vL 0.000 | delta 0.003
U 3 | F 006144 | FPS 0887 | D 7 | rR:mu sigma m M 0.10 0.26 0.00 0.87 | F:mu sigma m M 155.9 94.8 23.0 318.0 | H 1.096 | V 0.022 | pL -0.009 | vL 0.003 | delta 0.023
U 4 | F 008192 | FPS 0872 | D 9 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 140.0 74.9 9.0 250.0 | H 1.098 | V 0.021 | pL 0.004 | vL 0.000 | delta 0.008
U 5 | F 010240 | FPS 0809 | D 11 | rR:mu sigma m M 0.04 0.14 0.00 0.56 | F:mu sigma m M 175.1 122.0 10.0 471.0 | H 1.096 | V 0.028 | pL 0.002 | vL 0.001 | delta 0.013
U 6 | F 012288 | FPS 0878 | D 14 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 120.8 81.2 18.0 269.0 | H 1.098 | V 0.014 | pL 0.005 | vL 0.000 | delta 0.003
U 7 | F 014336 | FPS 0895 | D 16 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 129.3 68.8 34.0 274.0 | H 1.098 | V 0.011 | pL 0.004 | vL 0.000 | delta 0.003
U 8 | F 016384 | FPS 0877 | D 18 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 162.4 92.4 60.0 408.0 | H 1.098 | V 0.010 | pL 0.003 | vL 0.000 | delta 0.002
U 9 | F 018432 | FPS 0856 | D 21 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 182.4 182.4 60.0 788.0 | H 1.098 | V 0.006 | pL 0.001 | vL 0.000 | delta 0.001
U 10 | F 020480 | FPS 0882 | D 23 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 154.3 176.8 44.0 788.0 | H 1.098 | V 0.008 | pL 0.002 | vL 0.000 | delta 0.001
U 11 | F 022528 | FPS 0824 | D 26 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 197.4 156.9 7.0 545.0 | H 1.098 | V 0.007 | pL 0.002 | vL 0.000 | delta 0.002
U 12 | F 024576 | FPS 0862 | D 28 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 201.2 150.7 47.0 606.0 | H 1.098 | V 0.005 | pL 0.002 | vL 0.000 | delta 0.001
U 13 | F 026624 | FPS 0876 | D 30 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 205.3 212.2 35.0 850.0 | H 1.098 | V 0.004 | pL 0.001 | vL 0.000 | delta 0.002
U 14 | F 028672 | FPS 0898 | D 33 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 188.2 187.9 13.0 844.0 | H 1.098 | V 0.002 | pL 0.001 | vL 0.000 | delta 0.001
U 15 | F 030720 | FPS 0894 | D 35 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 159.1 194.3 27.0 874.0 | H 1.098 | V 0.000 | pL 0.000 | vL 0.000 | delta 0.001
U 16 | F 032768 | FPS 0883 | D 37 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 155.9 121.1 20.0 404.0 | H 1.098 | V -0.000 | pL -0.000 | vL 0.000 | delta 0.001
U 17 | F 034816 | FPS 0823 | D 40 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 132.4 93.5 27.0 404.0 | H 1.098 | V -0.000 | pL -0.000 | vL 0.000 | delta 0.001
U 18 | F 036864 | FPS 0851 | D 42 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 162.8 134.7 27.0 548.0 | H 1.099 | V 0.001 | pL 0.000 | vL 0.000 | delta 0.000
U 19 | F 038912 | FPS 0780 | D 45 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 157.0 137.6 17.0 529.0 | H 1.099 | V 0.001 | pL -0.000 | vL 0.000 | delta 0.000
U 20 | F 040960 | FPS 0874 | D 47 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 176.8 119.9 17.0 356.0 | H 1.099 | V 0.001 | pL 0.000 | vL 0.000 | delta 0.001
U 21 | F 043008 | FPS 0835 | D 50 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 191.6 183.4 17.0 710.0 | H 1.099 | V 0.000 | pL -0.000 | vL 0.000 | delta 0.001
U 22 | F 045056 | FPS 0810 | D 52 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 213.8 174.3 50.0 710.0 | H 1.099 | V 0.001 | pL 0.000 | vL 0.000 | delta 0.002
U 23 | F 047104 | FPS 0773 | D 55 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 196.6 137.2 22.0 487.0 | H 1.099 | V 0.001 | pL 0.000 | vL 0.000 | delta 0.001
U 24 | F 049152 | FPS 0797 | D 57 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 143.9 110.9 26.0 405.0 | H 1.099 | V -0.001 | pL -0.000 | vL 0.000 | delta 0.000
U 25 | F 051200 | FPS 0798 | D 60 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 145.9 126.3 26.0 555.0 | H 1.099 | V 0.000 | pL 0.000 | vL 0.000 | delta 0.000
U 26 | F 053248 | FPS 0785 | D 62 | rR:mu sigma m M 0.05 0.20 0.00 0.83 | F:mu sigma m M 153.4 122.7 32.0 555.0 | H 1.092 | V 0.005 | pL -0.007 | vL 0.002 | delta 0.037
U 27 | F 055296 | FPS 0791 | D 65 | rR:mu sigma m M 0.05 0.20 0.00 0.83 | F:mu sigma m M 151.0 118.1 32.0 504.0 | H 1.098 | V 0.006 | pL -0.000 | vL 0.000 | delta 0.004
U 28 | F 057344 | FPS 0792 | D 68 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 229.4 176.4 26.0 585.0 | H 1.098 | V 0.005 | pL 0.002 | vL 0.000 | delta 0.002
U 29 | F 059392 | FPS 0751 | D 70 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 221.4 189.1 26.0 585.0 | H 1.098 | V 0.006 | pL 0.001 | vL 0.000 | delta 0.002
U 30 | F 061440 | FPS 0800 | D 73 | rR:mu sigma m M 0.04 0.14 0.00 0.58 | F:mu sigma m M 259.2 236.3 45.0 851.0 | H 1.094 | V 0.012 | pL -0.003 | vL 0.001 | delta 0.016
U 31 | F 063488 | FPS 0854 | D 75 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 261.3 222.3 51.0 851.0 | H 1.096 | V 0.007 | pL 0.002 | vL 0.000 | delta 0.003
U 32 | F 065536 | FPS 0850 | D 78 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 256.0 207.5 46.0 900.0 | H 1.098 | V 0.004 | pL 0.001 | vL 0.000 | delta 0.001
U 33 | F 067584 | FPS 0808 | D 80 | rR:mu sigma m M 0.05 0.19 0.00 0.80 | F:mu sigma m M 157.1 84.3 21.0 303.0 | H 1.088 | V 0.010 | pL -0.006 | vL 0.002 | delta 0.034
U 34 | F 069632 | FPS 0814 | D 83 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 116.2 92.8 20.0 362.0 | H 1.098 | V 0.010 | pL 0.002 | vL 0.000 | delta 0.006
U 35 | F 071680 | FPS 0788 | D 85 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 135.9 114.3 28.0 457.0 | H 1.098 | V 0.005 | pL 0.001 | vL 0.000 | delta 0.002
U 36 | F 073728 | FPS 0857 | D 88 | rR:mu sigma m M 0.00 0.00 0.00 0.00 | F:mu sigma m M 180.7 174.1 16.0 679.0 | H 1.098 | V 0.004 | pL 0.001 | vL 0.000 | delta 0.002
